accession,protein_name,species,common_name,group,protein_type,db_type,data_source,neurons,genome_mb,cell_types,llphy_score,llphy_category,family,gene_name
H2XSI8,H2XSI8_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.4284889409144528,Medium,Other,
H2XSZ1,H2XSZ1_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.5899702006757929,High,Other,
H2XU65,H2XU65_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.4526183245569518,Medium,Other,
H2XVW4,H2XVW4_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,-0.0856525413141816,Medium,Other,
H2XWD3,H2XWD3_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.4637549631611822,Medium,Other,
H2XWR1,H2XWR1_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.415496195876184,Medium,Other,
H2XWR8,H2XWR8_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.2465905103786904,Medium,Other,
H2XX92,H2XX92_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.0591237605408128,Medium,Other,
H2XY30,H2XY30_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.5788335620715624,High,Other,
H2XY34,H2XY34_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.9314937845388568,High,Other,
H2XY81,H2XY81_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.5509919655609866,High,Other,
H2XZ35,H2XZ35_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,-0.0002716453484156,Medium,Other,
H2XZG0,H2XZG0_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.1612096144129244,Medium,Other,
H2XZM3,H2XZM3_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.0368504833323521,Medium,Other,
H2XZT6,H2XZT6_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.3189786613061877,Medium,Other,
H2Y058,H2Y058_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.6734949902075205,High,Other,
H2Y0C3,H2Y0C3_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.6066751585821384,High,Other,
H2Y0Q6,H2Y0Q6_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.7217537574925186,High,Other,
H2Y1J7,H2Y1J7_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,1.4140814573888387,High,Other,
H2Y233,H2Y233_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.7551636733052097,High,Other,
Q1RLA5,Q1RLA5_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.5565602848631018,High,Other,
Q1RLB4,Q1RLB4_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.6586461387352133,High,Other,
Q1RLC5,Q1RLC5_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.2595832554169591,Medium,Other,
Q1RLC9,RU1C_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,sp,reviewed,200.0,160,70,0.903652188028281,High,Other,
Q1RPY1,Q1RPY1_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.7347465025307873,High,Other,
Q4H2G2,Q4H2G2_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,1.074413979959813,High,Other,
Q4H2G7,Q4H2G7_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.808990759892323,High,Other,
A0A1W2WJE4,A0A1W2WJE4_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.448906111688875,Medium,Other,
A0A1W3JV04,A0A1W3JV04_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,-0.8893466272528052,Low,Other,
A0A1W5BDZ3,A0A1W5BDZ3_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.2298855524723448,Medium,Other,
F6PI06,F6PI06_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.5454236462588714,High,Other,
F6PMM3,F6PMM3_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.6140995843182919,High,Other,
F6PN13,F6PN13_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.4656110695952206,Medium,Other,
F6PPT5,F6PPT5_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.6270923293565607,High,Other,
F6PY90,F6PY90_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.2076122752638841,Medium,Other,
F6Q3S9,F6Q3S9_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.2614393618509975,Medium,Other,
F6QMJ1,F6QMJ1_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.3004175969658038,Medium,Other,
F6QST8,F6QST8_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.3393958320806099,Medium,Other,
F6QSU4,F6QSU4_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.9723281260877016,High,Other,
F6QZW1,F6QZW1_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,1.2247586011169227,High,Other,
F6RXF3,F6RXF3_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,-0.3510757613816717,Medium,Other,
F6RYG5,F6RYG5_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.7959980148540543,High,Other,
F6T0B7,F6T0B7_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.4730354953313742,Medium,Other,
F6T6V3,F6T6V3_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.3486763642508019,Medium,Other,
F6T6Y7,F6T6Y7_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.5769774556375241,High,Other,
F6TEH9,F6TEH9_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.6827755223777124,High,Other,
F6TIW9,F6TIW9_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.5992507328459847,High,Other,
F6TND1,F6TND1_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.3653813221571474,Medium,Other,
F6TNN9,F6TNN9_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.4804599210675277,Medium,Other,
F6TNT4,F6TNT4_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.6437972872629062,High,Other,
F6UEE4,F6UEE4_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.3969351315358001,Medium,Other,
F6UF46,F6UF46_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.3839423864975314,Medium,Other,
F6UNM5,F6UNM5_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.2967053840977269,Medium,Other,
F6VNK0,F6VNK0_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.7681564183434784,High,Other,
F6W170,F6W170_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.3653813221571474,Medium,Other,
F6WDS6,F6WDS6_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,1.0781261928278898,High,Other,
F6WI94,F6WI94_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.6679266709054053,High,Other,
F6WTB4,F6WTB4_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.5361431140886794,High,Other,
F6WTH1,F6WTH1_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.5120137304461804,High,Other,
F6X986,F6X986_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.7050487995861731,High,Other,
F6XCS0,F6XCS0_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.4618988567271438,Medium,Other,
F6XS97,F6XS97_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.4043595572719536,Medium,Other,
F6Y4T9,F6Y4T9_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.4117839830081072,Medium,Other,
F6Y540,F6Y540_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.3449641513827252,Medium,Other,
F6Y8Y8,F6Y8Y8_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.5417114333907946,High,Other,
F6YAH3,F6YAH3_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,-0.3028169940966734,Medium,Other,
F6YBL5,F6YBL5_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,1.5495772270736412,High,Other,
F6YCI4,F6YCI4_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.2243172331702297,Medium,Other,
F6YF53,F6YF53_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.9723281260877016,High,Other,
F6YGM8,F6YGM8_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.1315119114683101,Medium,Other,
F6YUX9,F6YUX9_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.5788335620715624,High,Other,
F6YW93,F6YW93_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.4637549631611822,Medium,Other,
F6Z0E6,F6Z0E6_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.5639847105992554,High,Other,
F6Z145,F6Z145_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,1.6089726329628695,High,Other,
F6Z1B8,F6Z1B8_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.4563305374250286,Medium,Other,
F6Z457,F6Z457_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,-0.4327444444793609,Medium,Other,
F6Z541,F6Z541_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,1.0948311507342354,High,Other,
F6ZBT0,F6ZBT0_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.8943716558580891,High,Other,
F6ZBV1,F6ZBV1_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.3672374285911858,Medium,Other,
F6ZBX8,F6ZBX8_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.4804599210675277,Medium,Other,
F6ZFY8,F6ZFY8_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.3616691092890707,Medium,Other,
F6ZH30,F6ZH30_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.0461310155025441,Medium,Other,
F6ZYP8,F6ZYP8_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.07397261201312,Medium,Other,
F7A373,F7A373_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.4284889409144528,Medium,Other,
F7A5D0,F7A5D0_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,1.13566549228308,High,Other,
F7AAE8,F7AAE8_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.0851092506173503,Medium,Other,
F7AEP7,F7AEP7_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.5881140942417544,High,Other,
F7AM07,F7AM07_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.6400850743948294,High,Other,
F7B1Z2,F7B1Z2_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,2.0006110905449703,High,Other,
F7B2N2,F7B2N2_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,1.226614707550961,High,Other,
F7B369,F7B369_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.6196679036204071,High,Other,
F7B867,F7B867_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.6419411808288678,High,Other,
F7BA12,F7BA12_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,2.2827392685188057,High,Other,
H2XKX8,H2XKX8_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.5398553269567563,High,Other,
H2XLA3,H2XLA3_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.7254659703605955,High,Other,
H2XLF9,H2XLF9_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.6308045422246374,High,Other,
H2XLS0,H2XLS0_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.5379992205227179,High,Other,
H2XLW7,H2XLW7_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,-0.584945172070509,Low,Other,
H2XP78,H2XP78_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.690199948113866,High,Other,
H2XPP0,H2XPP0_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.4618988567271438,Medium,Other,
H2XPQ8,H2XPQ8_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.3932229186677233,Medium,Other,
H2XQH7,H2XQH7_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.6660705644713669,High,Other,
H2XR28,H2XR28_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,1.2173341753807692,High,Other,
H2XRI8,H2XRI8_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.4656110695952206,Medium,Other,
H2XRN3,H2XRN3_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.2558710425488824,Medium,Other,
H2XU50,H2XU50_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.5287186883525259,High,Other,
H2XUQ0,H2XUQ0_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.3839423864975314,Medium,Other,
H2XVD0,H2XVD0_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.1946195302256154,Medium,Other,
H2XVM0,H2XVM0_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.0015844610856227,Medium,Other,
H2XVP1,H2XVP1_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,-0.1209185635609111,Medium,Other,
H2XX28,H2XX28_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,1.1709315145298094,High,Other,
H2XXY6,H2XXY6_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.2187489138681145,Medium,Other,
H2Y0K5,H2Y0K5_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.7458831411350177,High,Other,
H2Y1H5,H2Y1H5_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,1.2136219625126925,High,Other,
H2Y2B3,H2Y2B3_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.3319714063444564,Medium,Other,
Q1RL73,Q1RL73_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.8368323564028989,High,Other,
Q1RPZ0,Q1RPZ0_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.2428782975106136,Medium,Other,
Q1RQ08,Q1RQ08_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.4544744309909903,Medium,Other,
Q4H3G4,Q4H3G4_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.5658408170332937,High,Other,
Q4H3G5,Q4H3G5_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.7959980148540543,High,Other,
Q4H3G6,Q4H3G6_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,1.263736836231729,High,Other,
Q6XLI4,Q6XLI4_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,0.1760584658852315,Medium,RBM,
Q9U5E3,Q9U5E3_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,2.275314842782652,High,Other,
Q9U5Y7,Q9U5Y7_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,1.247031878325383,High,Other,
Q9U8P6,Q9U8P6_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,1.766741679856133,High,Other,
Q9XY11,Q9XY11_CIOIN,sea_squirt,sea_squirt,supplementary,RBP,tr,reviewed,200.0,160,70,1.2173341753807692,High,Other,
A0A0L8FM85,A0A0L8FM85_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,-0.0726597962759129,Medium,Other,
A0A0L8FVC4,A0A0L8FVC4_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,0.9222132523686648,High,Other,
A0A0L8FZE8,A0A0L8FZE8_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,-0.3585001871178252,Medium,Other,
A0A0L8G0U0,A0A0L8G0U0_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,0.1890512109235002,Medium,Other,
A0A0L8G1E2,A0A0L8G1E2_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,-0.0002716453484156,Medium,Other,
A0A0L8G2N5,A0A0L8G2N5_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,0.022001631860045,Medium,Other,
A0A0L8G6M1,A0A0L8G6M1_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,-0.224860523867061,Medium,Other,
A0A0L8G6T9,A0A0L8G6T9_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,-0.2044433530926387,Medium,Other,
A0A0L8GB52,A0A0L8GB52_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,-1.9584639332589189,Low,Other,
A0A0L8GGK3,A0A0L8GGK3_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,0.5732652427694473,High,Other,
A0A0L8GGS1,A0A0L8GGS1_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,-2.253584856271023,Low,Other,
A0A0L8GLA5,A0A0L8GLA5_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,0.0015844610856227,Medium,Other,
A0A0L8GM46,A0A0L8GM46_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,1.6071165265288314,High,Other,
A0A0L8GM88,A0A0L8GM88_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,1.629389803737292,High,Other,
A0A0L8GM92,A0A0L8GM92_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,1.6089726329628695,High,Other,
A0A0L8GM94,A0A0L8GM94_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,1.6368142294734456,High,Other,
A0A0L8GM98,A0A0L8GM98_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,1.6201092715671002,High,Other,
A0A0L8GMK2,A0A0L8GMK2_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,1.6163970586990233,High,Other,
A0A0L8GMK7,A0A0L8GMK7_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,1.595979887924601,High,Other,
A0A0L8GN82,A0A0L8GN82_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,1.6498069745117143,High,Other,
A0A0L8H9I2,A0A0L8H9I2_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,-1.0137057583333775,Low,Other,
A0A0L8HMK9,A0A0L8HMK9_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,0.4080717701400305,Medium,Other,
A0A0L8HV17,A0A0L8HV17_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,-1.4888690054472056,Low,Other,
A0A0L8HVB5,A0A0L8HVB5_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,0.595538519977908,High,Other,
A0A0L8HVF8,A0A0L8HVF8_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,0.6140995843182919,High,Other,
A0A0L8HVV5,A0A0L8HVV5_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,-0.2025872466586003,Medium,Other,
A0A0L8HWL7,A0A0L8HWL7_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,0.5398553269567563,High,Other,
A0A0L8I3R0,A0A0L8I3R0_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,0.7718686312115552,High,Other,
A0A0L8I3U6,A0A0L8I3U6_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,-0.8243829020614615,Low,Other,
A0A0L8I8E4,A0A0L8I8E4_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,-0.5886573849385858,Low,Other,
A0A0L8FFB6,A0A0L8FFB6_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,1.0762700863938517,High,Other,
A0A0L8FFZ8,A0A0L8FFZ8_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,0.6679266709054053,High,Other,
A0A0L8FG60,A0A0L8FG60_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,-0.3789173578922475,Medium,Other,
A0A0L8FG62,A0A0L8FG62_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,-0.3566440806837868,Medium,Other,
A0A0L8FG89,A0A0L8FG89_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,-3.382097568166365,Low,Other,
A0A0L8FGK5,A0A0L8FGK5_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,0.4470500052548367,Medium,Other,
A0A0L8FHK6,A0A0L8FHK6_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,1.1764998338319246,High,Other,
A0A0L8FHK8,A0A0L8FHK8_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,0.8516812078752061,High,Other,
A0A0L8FHP0,A0A0L8FHP0_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,0.1333680179023485,Medium,Other,
A0A0L8FIQ5,A0A0L8FIQ5_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,-0.6777504937724286,Low,Other,
A0A0L8FIT2,A0A0L8FIT2_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,0.4266328344804144,Medium,Other,
A0A0L8FJJ4,A0A0L8FJJ4_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,2.516608679207643,High,Other,
A0A0L8FJN3,A0A0L8FJN3_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,-0.0837964348801432,Medium,Other,
A0A0L8FKG7,A0A0L8FKG7_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,0.5992507328459847,High,Other,
A0A0L8FLP8,A0A0L8FLP8_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,0.4618988567271438,Medium,Other,
A0A0L8FLS5,A0A0L8FLS5_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,0.3672374285911858,Medium,Other,
A0A0L8FLU7,A0A0L8FLU7_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,0.3746618543273394,Medium,Other,
A0A0L8FMV1,A0A0L8FMV1_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,0.1946195302256154,Medium,Other,
A0A0L8FNV8,A0A0L8FNV8_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,0.5175820497482956,High,Other,
A0A0L8FP17,A0A0L8FP17_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,-0.2081555659607155,Medium,Other,
A0A0L8FP23,A0A0L8FP23_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,-0.0837964348801432,Medium,Other,
A0A0L8FPI1,A0A0L8FPI1_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,0.6864877352457892,High,Other,
A0A0L8FQG5,A0A0L8FQG5_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,0.6308045422246374,High,Other,
A0A0L8FQH4,A0A0L8FQH4_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,0.6159556907523304,High,Other,
A0A0L8FRI7,A0A0L8FRI7_OCTBM,octopus,octopus,supplementary,RBP,tr,reviewed,500000000.0,2700,150,-1.3255316392518273,Low,Other,
